Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
3933,Material Girls,16907725,11449638,5458087,2006.csv,2006,0.677183831650917,0.32281616834908305
3934,Zhara,16877870,0,16877870,2006.csv,2006,0.0,1.0
3935,Life or Something Like It,16872671,14448589,2424082,2002.csv,2002,0.8563308678276249,0.1436691321723751
3936,Aegis,16869261,0,16869261,2005.csv,2005,0.0,1.0
3937,The Good Girl,16856124,14018296,2837828,2002.csv,2002,0.8316440956414417,0.16835590435855835
3938,Femme Fatale,16838910,6630252,10208658,2002.csv,2002,0.3937459134825235,0.6062540865174765
3939,House of 1000 Corpses,16829545,12634962,4194583,2003.csv,2003,0.7507607603176437,0.24923923968235623
3940,Paparazzi,16796512,15714234,1082278,2004.csv,2004,0.9355653126077604,0.06443468739223954
3941,House of Sand and Fog,16763804,13040288,3723516,2003.csv,2003,0.7778835877584825,0.22211641224151749
3942,Baaghi 3,16726510,721439,16005071,2020.csv,2020,0.043131472136147944,0.956868527863852
3943,Dogville,16680836,1535286,15145550,2003.csv,2003,0.0920389121984054,0.9079610878015946
3944,CyberWorld,16653900,11253900,5400000,2000.csv,2000,0.6757516257453209,0.32424837425467906
3945,Digimon: The Movie,16643191,9631153,7012038,2000.csv,2000,0.5786842799556888,0.4213157200443112
3946,The Dish,16575074,2552992,14022082,2000.csv,2000,0.1540259790092038,0.8459740209907962
3947,Parallel Mothers,16493541,1799198,14694343,2021.csv,2021,0.109085004851293,0.890914995148707
3948,They,16446271,12840842,3605429,2002.csv,2002,0.7807752894257914,0.2192247105742086
3949,The Powerpuff Girls Movie,16426471,11412414,5014057,2002.csv,2002,0.6947575045181646,0.3052424954818354
3950,The Magdalene Sisters,16373112,306989,16066123,2002.csv,2002,0.018749581631152343,0.9812504183688476
3951,One Missed Call,16367880,0,16367880,2004.csv,2004,0.0,1.0
3952,"Nin x Nin: Ninja Hattori-kun, the Movie",16351134,0,16351134,2004.csv,2004,0.0,1.0
3953,Italian for Beginners,16349568,4544753,11804815,2000.csv,2000,0.27797388897370257,0.7220261110262974
3954,The Emperor's Club,16318449,14118751,2199698,2002.csv,2002,0.865201772545908,0.13479822745409198
3955,Rabbit-Proof Fence,16217411,6199600,10017811,2002.csv,2002,0.38228050087649623,0.6177194991235038
3956,Caché (Hidden),16197824,3647381,12550443,2005.csv,2005,0.22517722133540902,0.774822778664591
3957,Just Visiting,16176732,4781539,11395193,2001.csv,2001,0.2955812706793931,0.7044187293206069
3958,Birthday Girl,16171098,5142576,11028522,2002.csv,2002,0.31801031692467635,0.6819896830753236
3959,Iris,16153953,5594617,10559336,2001.csv,2001,0.3463311426002044,0.6536688573997956
3960,I Still Believe,16069730,9868521,6201209,2020.csv,2020,0.6141062108697533,0.38589378913024674
3961,To Be and to Have,16063920,777129,15286791,2002.csv,2002,0.04837729520565341,0.9516227047943466
3962,Doraemon: Nobita and the Robot Kingdom,16053687,0,16053687,2002.csv,2002,0.0,1.0
3963,What the #$*! Do We (K)now!?,15998178,10942306,5055872,2004.csv,2004,0.6839720123129022,0.3160279876870979
3964,Upon the Magic Roads,15990882,0,15990882,2021.csv,2021,0.0,1.0
3965,Before Sunset,15936507,5820649,10115858,2004.csv,2004,0.3652399487541404,0.6347600512458595
3966,Freaky,15920855,9030855,6890000,2020.csv,2020,0.5672342974042537,0.43276570259574626
3967,Drowning Mona,15906764,15506764,400000,2000.csv,2000,0.974853464853065,0.025146535146934976
3968,Public Enemy,15897574,0,15897574,2002.csv,2002,0.0,1.0
3969,Highlander: Endgame,15843608,12811858,3031750,2000.csv,2000,0.8086452277789251,0.1913547722210749
3970,Lucky Luke and the Daltons,15823762,0,15823762,2004.csv,2004,0.0,1.0
3971,Reminiscence,15800193,3900193,11900000,2021.csv,2021,0.24684464297366493,0.7531553570263351
3972,The Great Yokai War,15787492,0,15787492,2005.csv,2005,0.0,1.0
3973,Kiss Kiss Bang Bang,15785148,4243756,11541392,2005.csv,2005,0.26884486607284264,0.7311551339271574
3974,The Gospel,15778152,15778152,0,2005.csv,2005,1.0,0.0
3975,Lantana,15747450,4623189,11124261,2001.csv,2001,0.2935833420649058,0.7064166579350942
3976,Enigma 2001 Re-release,15705007,4301582,11403425,2001.csv,2001,0.27389876362360105,0.7261012363763989
3977,Facing Windows,15530077,543354,14986723,2003.csv,2003,0.03498720579427906,0.965012794205721
3978,Two Sons of Francisco,15508288,0,15508288,2005.csv,2005,0.0,1.0
3979,Your Turn to Kill,15476242,0,15476242,2021.csv,2021,0.0,1.0
3980,With a Friend Like Harry...,15472186,3830441,11641745,2001.csv,2001,0.24756947725421605,0.7524305227457839
3981,Bait,15471969,15325127,146842,2000.csv,2000,0.9905091588536663,0.009490841146333735
3982,Zelary,15461305,330033,15131272,2003.csv,2003,0.02134574022050532,0.9786542597794947
3983,The Night House,15437703,7100581,8337122,2021.csv,2021,0.45995061571012213,0.5400493842898778
3984,The Greatest Game Ever Played,15431177,15337393,93784,2005.csv,2005,0.9939224337845389,0.006077566215461076
3985,Padre no hay más que uno 2: La llegada de la suegra,15373181,0,15373181,2020.csv,2020,0.0,1.0
3986,Alex & Emma,15368897,14218698,1150199,2003.csv,2003,0.9251606019612207,0.07483939803877923
3987,Minari,15322552,3110580,12211972,2021.csv,2021,0.2030066531998064,0.7969933468001936
3988,Brother,15250594,450594,14800000,2001.csv,2001,0.029545996700194106,0.9704540032998059
3989,Hey Arnold! The Movie,15249308,13728902,1520406,2002.csv,2002,0.9002967216610748,0.09970327833892528
3990,Something About Love,15204017,0,15204017,2021.csv,2021,0.0,1.0
3991,Transamerica,15151744,9015303,6136441,2005.csv,2005,0.5950010111047283,0.40499898889527175
3992,The Wolf and the Lion,15146793,1123026,14023767,2021.csv,2021,0.07414282350065786,0.9258571764993422
3993,Surviving Christmas,15125687,11663156,3462531,2004.csv,2004,0.7710827283415292,0.22891727165847078
3994,The Dreamers,15121165,2532228,12588937,2003.csv,2003,0.1674624937959476,0.8325375062040524
3995,Anita,15026604,556632,14469972,2021.csv,2021,0.03704310035720646,0.9629568996427935
3996,Boat Trip,15020293,8600126,6420167,2002.csv,2002,0.5725671263536604,0.42743287364633964
3997,Oldboy,14980005,707481,14272524,2003.csv,2003,0.0472283553977452,0.9527716446022548
3998,Undisputed,14946150,12764657,2181493,2002.csv,2002,0.8540431482354988,0.14595685176450124
3999,"Murder, Take One",14915208,0,14915208,2005.csv,2005,0.0,1.0
4000,The Last Trapper,14905929,0,14905929,2004.csv,2004,0.0,1.0
4001,Battle Royale II,14899584,0,14899584,2003.csv,2003,0.0,1.0
4002,Raise Your Voice,14867514,10411980,4455534,2004.csv,2004,0.7003174841469798,0.2996825158530202
4003,Josie and the Pussycats,14866015,14271015,595000,2001.csv,2001,0.9599758240523771,0.040024175947622816
4004,Supernova,14828081,14230455,597626,2000.csv,2000,0.9596963356215817,0.040303664378418216
4005,Soul Plane,14821824,14190750,631074,2004.csv,2004,0.9574226491962123,0.04257735080378771
4006,One Piece: Dead End Adventure,14817006,0,14817006,2003.csv,2003,0.0,1.0
4007,Possession,14815898,10113733,4702165,2002.csv,2002,0.6826270672219801,0.3173729327780199
4008,Out Cold,14782676,13906394,876282,2001.csv,2001,0.940722369887563,0.059277630112437016
4009,The Triplets of Belleville,14776760,7007149,7769611,2003.csv,2003,0.47420063667542817,0.5257993633245718
4010,Most Beautiful Week in My Life,14765033,0,14765033,2005.csv,2005,0.0,1.0
4011,Iron Monkey,14694904,14694904,0,2001.csv,2001,1.0,0.0
4012,The Way Back,14690514,13590514,1100000,2020.csv,2020,0.9251217486331655,0.0748782513668344
4013,Together with You,14687167,1151941,13535226,2003.csv,2003,0.07843180376447002,0.92156819623553
4014,Samurai Commando Mission 1549,14648713,0,14648713,2005.csv,2005,0.0,1.0
4015,Half a Confession,14638660,0,14638660,2004.csv,2004,0.0,1.0
4016,Welcome to Mooseport,14615099,14470947,144152,2004.csv,2004,0.9901367756728846,0.009863224327115403
4017,Together,14572229,1034829,13537400,2001.csv,2001,0.07101377558642538,0.9289862244135746
4018,Hollywood Ending,14569744,4850753,9718991,2002.csv,2002,0.33293330342660793,0.6670666965733921
4019,Envy,14494036,13562325,931711,2004.csv,2004,0.9357176289613189,0.06428237103868101
4020,Malena,14493284,3448233,11045051,2000.csv,2000,0.23791937010273173,0.7620806298972683
4021,I Dreamed of Africa,14400327,6651522,7748805,2000.csv,2000,0.4619007610035522,0.5380992389964477
4022,The Tomorrow War,14400000,0,14400000,2021.csv,2021,0.0,1.0
4023,The Personal History of David Copperfield,14399270,1876298,12522972,2020.csv,2020,0.130305077965758,0.869694922034242
4024,How to Deal,14390329,14195227,195102,2003.csv,2003,0.986442144581962,0.013557855418038044
4025,"And, the Baton Was Passed",14368469,0,14368469,2021.csv,2021,0.0,1.0
4026,Cry Macho,14340402,10310734,4029668,2021.csv,2021,0.7189989513543623,0.2810010486456377
4027,Being Julia,14339171,7739049,6600122,2004.csv,2004,0.5397138370133113,0.4602861629866887
4028,Freddy Got Fingered,14333252,14254993,78259,2001.csv,2001,0.9945400387853364,0.005459961214663637
4029,Nightlife,14308789,0,14308789,2020.csv,2020,0.0,1.0
4030,Stealing Harvard,14277032,14036406,240626,2002.csv,2002,0.9831459367745341,0.01685406322546591
4031,Blood Rain,14270938,0,14270938,2005.csv,2005,0.0,1.0
4032,99.9 Criminal Lawyer: The Movie,14269321,0,14269321,2021.csv,2021,0.0,1.0
4033,Pawn,14193957,0,14193957,2020.csv,2020,0.0,1.0
4034,Proof,14189860,7535331,6654529,2005.csv,2005,0.5310363174830478,0.46896368251695225
4035,What Planet Are You From?,14145677,6291602,7854075,2000.csv,2000,0.4447720671128006,0.5552279328871994
4036,Godzilla Against MechaGodzilla,14122958,0,14122958,2002.csv,2002,0.0,1.0
4037,Football Days,14117202,0,14117202,2003.csv,2003,0.0,1.0
4038,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,14059824,0,14059824,2021.csv,2021,0.0,1.0
4039,Osmosis Jones,14026418,13596911,429507,2001.csv,2001,0.9693787109438775,0.030621289056122526
4040,Ghosts of Mars,14010832,8709640,5301192,2001.csv,2001,0.621636174068749,0.3783638259312509
4041,Vizontele Tuuba,13954476,0,13954476,2004.csv,2004,0.0,1.0
4042,Idiots,13936317,0,13936317,2002.csv,2002,0.0,1.0
4043,Dirty Pretty Things,13904766,8112414,5792352,2002.csv,2002,0.5834268624153761,0.4165731375846239
4044,Touching the Void,13885802,4593598,9292204,2003.csv,2003,0.33081258108102074,0.6691874189189793
4045,French Spies,13844465,0,13844465,2004.csv,2004,0.0,1.0
4046,House of the Dead,13818181,10249719,3568462,2003.csv,2003,0.7417560241829225,0.25824397581707753
4047,Juwanna Mann,13802599,13670733,131866,2002.csv,2002,0.9904462920352899,0.009553707964710124
4048,Sword Art Online: Progressive - Aria of a Starless Night,13769821,1050000,12719821,2021.csv,2021,0.07625371455445935,0.9237462854455406
4049,The Ladies Man,13743212,13616610,126602,2000.csv,2000,0.9907880341218632,0.009211965878136785
4050,Christmas with the Chosen: The Messengers,13728000,13728000,0,2021.csv,2021,1.0,0.0
4051,American Outlaws,13678913,13342790,336123,2001.csv,2001,0.9754276527674385,0.024572347232561534
4052,Der Wixxer,13607165,0,13607165,2004.csv,2004,0.0,1.0
4053,Anything Else,13585075,3212310,10372765,2003.csv,2003,0.23645876080919687,0.7635412391908032
4054,One Night at McCool's,13473370,6290673,7182697,2001.csv,2001,0.46689677489744585,0.5331032251025541
4055,OSS 117: From Africa with Love,13458284,0,13458284,2021.csv,2021,0.0,1.0
4056,#Alive,13432212,0,13432212,2020.csv,2020,0.0,1.0
4057,One Piece: The Cursed Holy Sword,13422333,0,13422333,2004.csv,2004,0.0,1.0
4058,Trapped,13414416,7073251,6341165,2002.csv,2002,0.5272872855590582,0.47271271444094176
4059,Solarmax,13400161,13400161,0,2000.csv,2000,1.0,0.0
4060,Howling Village,13394556,0,13394556,2020.csv,2020,0.0,1.0
4061,Umizaru,13361623,0,13361623,2004.csv,2004,0.0,1.0
4062,RRRrrrr!!!,13315054,54361,13260693,2004.csv,2004,0.004082672139369469,0.9959173278606306
4063,Vera Drake,13267869,3775283,9492586,2004.csv,2004,0.2845432827230959,0.7154567172769041
4064,Vidocq,13240767,0,13240767,2001.csv,2001,0.0,1.0
4065,Kal Ho Naa Ho,13200241,1991922,11208319,2003.csv,2003,0.15090042674220872,0.8490995732577913
4066,Come Play,13182254,10475990,2706264,2020.csv,2020,0.7947040013035707,0.2052959986964293
4067,Head Over Heels,13127022,10424470,2702552,2001.csv,2001,0.7941229930139524,0.20587700698604755
4068,Hostage: Missing Celebrity,13125970,0,13125970,2021.csv,2021,0.0,1.0
4069,Toei Spring Anime Fair,13107237,0,13107237,2002.csv,2002,0.0,1.0
4070,The Crew,13105853,13023075,82778,2000.csv,2000,0.9936838907013531,0.006316109298646948
4071,Long Time Dead,13102295,0,13102295,2002.csv,2002,0.0,1.0
4072,Eiffel,13074755,0,13074755,2021.csv,2021,0.0,1.0
4073,The Way of the Gun,13069740,6055661,7014079,2000.csv,2000,0.4633344657200526,0.5366655342799475
4074,The Barbarian Invasions,13065317,5109226,7956091,2003.csv,2003,0.39105258601838744,0.6089474139816126
4075,Vakeel Saab,13056490,0,13056490,2021.csv,2021,0.0,1.0
4076,Onmyoji 2,13022862,0,13022862,2003.csv,2003,0.0,1.0
4077,Monkey King Reborn,13002635,0,13002635,2021.csv,2021,0.0,1.0
4078,The Divorce,12991996,9081057,3910939,2003.csv,2003,0.6989731985754922,0.30102680142450783
4079,Mariages!,12991310,0,12991310,2004.csv,2004,0.0,1.0
4080,Gods and Generals,12923936,12882934,41002,2003.csv,2003,0.9968274370903725,0.0031725629096275316
4081,No Escapes,12916151,0,12916151,2021.csv,2021,0.0,1.0
4082,Formula 51,12881605,5204007,7677598,2001.csv,2001,0.4039874689528207,0.5960125310471793
4083,The Bodin's in the Land of Smile,12872253,0,12872253,2021.csv,2021,0.0,1.0
4084,In the Mood for Love,12854953,2738980,10115973,2000.csv,2000,0.21306806800460493,0.7869319319953951
4085,The Girl from Paris,12812396,183266,12629130,2001.csv,2001,0.014303803909901006,0.985696196090099
4086,Knockaround Guys,12806614,11715637,1090977,2002.csv,2002,0.9148114404010302,0.08518855959896972
4087,Samjin Company English Class,12761386,0,12761386,2020.csv,2020,0.0,1.0
4088,The Many Saints of Newark,12737403,8237403,4500000,2021.csv,2021,0.6467097727849233,0.35329022721507675
4089,Another Round,12686885,0,12686885,2020.csv,2020,0.0,1.0
4090,"Remember Me, My Love",12671306,227986,12443320,2003.csv,2003,0.01799230481846149,0.9820076951815385
4091,News of the World,12668325,12668325,0,2020.csv,2020,1.0,0.0
4092,Chasing Papi,12661189,6130049,6531140,2003.csv,2003,0.4841606108241493,0.5158393891758507
4093,Collectors,12640113,0,12640113,2020.csv,2020,0.0,1.0
4094,Winged Migration 2003 Re-release,12634963,10764402,1870561,2003.csv,2003,0.8519535830852849,0.14804641691471515
4095,Narc,12633747,10465659,2168088,2002.csv,2002,0.8283891548564333,0.17161084514356667
4096,The Other Side of the Bed,12630208,0,12630208,2002.csv,2002,0.0,1.0
4097,Maria Full of Grace,12594630,6529624,6065006,2004.csv,2004,0.5184450833410748,0.48155491665892525
4098,Gossip,12591270,5108820,7482450,2000.csv,2000,0.4057430267161295,0.5942569732838705
4099,Character,12571501,0,12571501,2021.csv,2021,0.0,1.0
4100,Breakin' All the Rules,12544254,12264319,279935,2004.csv,2004,0.9776842050551591,0.022315794944840883
4101,Apocalypse Now Redux,12543269,4626290,7916979,2001.csv,2001,0.36882649969477654,0.6311735003052235
4102,The Clearing,12520799,5763875,6756924,2004.csv,2004,0.46034402437096866,0.5396559756290313
4103,Sorority Boys,12517488,10200032,2317456,2002.csv,2002,0.8148625347194262,0.18513746528057387
4104,Seducing Doctor Lewis,12504038,9354342,3149696,2003.csv,2003,0.7481056919372766,0.2518943080627234
4105,Ready to Rumble,12452362,12394327,58035,2000.csv,2000,0.9953394384133709,0.004660561586629107
4106,Nine Queens,12413888,1222889,11190999,2002.csv,2002,0.09850974972546876,0.9014902502745312
4107,Monsieur Ibrahim,12364836,2823890,9540946,2003.csv,2003,0.22838070800130306,0.7716192919986969
4108,Casshern,12353768,0,12353768,2004.csv,2004,0.0,1.0
4109,School of Magical Animals,12341532,0,12341532,2021.csv,2021,0.0,1.0
4110,Say It Isn't So,12320393,5520393,6800000,2001.csv,2001,0.4480695542747703,0.5519304457252298
4111,Chasing Liberty,12313323,12195626,117697,2004.csv,2004,0.990441491707803,0.009558508292196996
4112,Abandon,12302219,10727683,1574536,2002.csv,2002,0.8720120329511286,0.12798796704887141
4113,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,12221804,0,12221804,2020.csv,2020,0.0,1.0
4114,Koi... Mil Gaya,12168232,671372,11496860,2003.csv,2003,0.05517416170237385,0.9448258382976261
4115,The Eye,12165016,512049,11652967,2002.csv,2002,0.04209192984209803,0.957908070157902
4116,Ducobu 3,12157793,0,12157793,2020.csv,2020,0.0,1.0
4117,Dark Blue,12150301,9250301,2900000,2003.csv,2003,0.7613227853367583,0.23867721466324168
4118,On Your Mark,12100000,0,12100000,2021.csv,2021,0.0,1.0
4119,Don't Move,12071007,337265,11733742,2004.csv,2004,0.027940088179884248,0.9720599118201158
4120,Kureyon Shin-chan 2004 Re-release,12066375,0,12066375,2004.csv,2004,0.0,1.0
4121,2009: Lost Memories,12049825,0,12049825,2002.csv,2002,0.0,1.0
4122,The Cookout,12009070,11814019,195051,2004.csv,2004,0.9837580262251782,0.016241973774821863
4123,Stand by Me,11900000,0,11900000,2021.csv,2021,0.0,1.0
4124,Layer Cake,11850214,2339957,9510257,2004.csv,2004,0.1974611597731484,0.8025388402268516
4125,The Rules of Attraction,11819244,6532619,5286625,2002.csv,2002,0.5527103933212649,0.44728960667873513
4126,Legend No. 17,11811335,0,11811335,2020.csv,2020,0.0,1.0
4127,On the Line,11772156,0,11772156,2021.csv,2021,0.0,1.0
4128,The Son's Room,11767402,1016340,10751062,2001.csv,2001,0.08636910679179652,0.9136308932082035
4129,Beyond Borders,11705002,4430101,7274901,2003.csv,2003,0.3784793031218619,0.621520696878138
4130,Mohou-han,11702775,0,11702775,2002.csv,2002,0.0,1.0
4131,Wotakoi: Love Is Hard for Otaku,11702371,0,11702371,2020.csv,2020,0.0,1.0
4132,Les rois mages,11702020,0,11702020,2001.csv,2001,0.0,1.0
4133,Let Him Go,11630934,9358025,2272909,2020.csv,2020,0.8045806983342868,0.19541930166571317
4134,The Order,11560806,7660806,3900000,2002.csv,2002,0.6626532786727846,0.33734672132721544
4135,The Legend of Drunken Master,11555430,11555430,0,2000.csv,2000,1.0,0.0
4136,The Hunt,11481750,5812500,5669250,2020.csv,2020,0.5062381605591482,0.4937618394408518
4137,The Experiment,11455141,0,11455141,2001.csv,2001,0.0,1.0
4138,Suspect Zero,11416075,8725813,2690262,2004.csv,2004,0.7643444003302361,0.2356555996697639
4139,Connie and Carla,11341016,8085771,3255245,2004.csv,2004,0.7129670745548723,0.28703292544512765
4140,Kabhi Khushi Kabhie Gham...,11329690,2902000,8427690,2001.csv,2001,0.2561411653805179,0.7438588346194821
4141,The Fable: The Killer Who Doesn't Kill,11325545,0,11325545,2021.csv,2021,0.0,1.0
4142,What Did You Eat Yesterday?,11320893,0,11320893,2021.csv,2021,0.0,1.0
4143,The Dope,11289473,0,11289473,2003.csv,2003,0.0,1.0
4144,The Little Polar Bear,11243547,0,11243547,2001.csv,2001,0.0,1.0
4145,You Can Count on Me,11242521,9416804,1825717,2000.csv,2000,0.8376060849697323,0.16239391503026768
4146,Shadow of the Vampire,11155214,8293784,2861430,2000.csv,2000,0.7434894570377583,0.2565105429622417
4147,Naruto the Movie: Ninja Clash in the Land of Snow,11141307,0,11141307,2004.csv,2004,0.0,1.0
4148,Kamen Rider 555: Paradise Lost,11067556,0,11067556,2003.csv,2003,0.0,1.0
4149,Aline,11058710,588430,10470280,2021.csv,2021,0.05320964199260131,0.9467903580073987
4150,Head-On,11030861,435395,10595466,2004.csv,2004,0.039470626998200774,0.9605293730017992
4151,Adrenaline Rush: The Science of Risk,11011932,10994028,17904,2002.csv,2002,0.9983741272648614,0.0016258727351385752
4152,30 jours max,10998969,0,10998969,2020.csv,2020,0.0,1.0
4153,The Voice of Sin,10983063,0,10983063,2020.csv,2020,0.0,1.0
